"attracts","care_level","cycle","cones","cuisine","drought_tolerant","edible_fruit","edible_leaf","flowers","flower_color","flowering_season","fruits","fruit_color","growth_rate","hardiness_min","hardiness_max","harvest_season","indoor","invasive","leaf","leaf_color","maintenance","medicinal","origin","pest_susceptibility","poisonous_to_humans","poisonous_to_pets","propagation","pruning_month","salt_tolerant","seeds","soil","sunlight","thorny","tropical","type","watering","watering_period","id"
"[""Monarch butterflies"",""Bees""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Orange","Summer","TRUE","Green","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Canada""]","[]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Forb","Minimum","Morning","asclepias_tuberosa"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","7","9","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""California"",""Oregon""]","[]","0","0","[""Seed Propagation""]","November","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herb","Minimum","Morning","chlorogalum_parviflorum"
"[""Butterflies"",""Bees""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","TRUE","Red","Moderate","7","10","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""California""]","[""Aphids"",""Fungal leaf spot""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Acidic"",""Rocky""]","[""Full sun""]","FALSE","FALSE","Shrub","Minimum","Morning","arctostaphylos_auriculata"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Purple","Summer","FALSE","","Low","3","7","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","October","FALSE","0","[""Moist"",""Well-drained""]","[""Part shade""]","FALSE","FALSE","Orchid","Average","Morning","platanthera_psycodes"
"[""Hummingbirds"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Red","Summer","FALSE","","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Snails"",""Slugs""]","1","1","[""Seed Propagation"",""Cutting""]","July","FALSE","1","[""Moist"",""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","lobelia_cardinalis"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","High","9","11","Summer","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Central America"",""South America""]","[]","0","0","[""Seed Propagation""]","February","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","TRUE","TRUE","Tree","Minimum","Morning","prosopis_juliflora"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","4","8","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Moist"",""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","lysimachia_terrestris"
"[""Birds"",""Bees"",""Butterflies""]","Medium","Perennial","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","White","Summer","FALSE","","Moderate","3","10","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""North America""]","[]","0","0","[""Seeds"",""Rhizomes""]","September","FALSE","1","[""Wet"",""Clay"",""Silt"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herb","Frequent","Morning","sagittaria_latifolia"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow-green","Spring","TRUE","Brown","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Aphids"",""Leaf Scorch"",""Leafhoppers""]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","acer_nigrum"
"[""Birds"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","Moderate","7","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[""Aphids"",""Verticillium Wilt""]","0","0","[""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","acer_floridanum"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","Moderate","3","7","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Aphids"",""Scale insects"",""Anthracnose""]","0","0","[""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","acer_pensylvanicum"
"[""Bees"",""Butterflies"",""Birds""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Red","Spring","TRUE","Red","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Eastern North America""]","[""Aphids"",""Leafhoppers"",""Scale insects"",""Borers""]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Moist"",""Acidic""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","acer_rubrum"
"[]","Medium","Biennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Purple to reddish","Summer","TRUE","","Moderate","3","8","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Europe"",""Asia""]","[]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Biennial","Average","Morning","cynoglossum_officinale"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Orange","Summer","TRUE","Green","Moderate","10","13","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""South America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","April","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Tree","Average","Morning","couroupita_guianensis"
"[]","Easy","Annual","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","White","Summer","TRUE","","High","5","11","Summer","FALSE","TRUE","TRUE","Green","Low","TRUE","[""Central America"",""South America""]","[]","0","0","[""Seed Propagation""]","July","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Wildflower","Average","Morning","galinsoga_parviflora"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","3","8","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Europe"",""Asia""]","[""Anthracnose"",""Canker""]","1","1","[""Division"",""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","convallaria_majalis"
"[]","Medium","Biennial","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","9","Summer","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America""]","[]","0","0","[]","August","FALSE","0","[""Acidic"",""Well-drained""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","hypomyces_lactifluorum"
"[""Butterflies"",""Bees""]","Easy","Annual","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","Orange","Spring","TRUE","Brown","Moderate","3","9","","FALSE","TRUE","TRUE","Green","Low","TRUE","[""California"",""Mexico""]","[]","0","0","[""Seed Propagation""]","November","FALSE","1","[""Well-drained""]","[""Full sun""]","FALSE","FALSE","Flower","Minimum","Morning","eschscholzia_californica"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","Moderate","5","9","Autumn","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","acer_macrophyllum"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","","Moderate","3","9","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Europe"",""Asia""]","[""Fungal leaf spot"",""Mildew""]","1","1","[""Seed Propagation"",""Stolon Propagation""]","June","FALSE","1","[""Moist"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Flower","Average","Morning","ranunculus_repens"
"[]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","TRUE","Brown","Moderate","9","11","","TRUE","FALSE","TRUE","Green","Low","TRUE","[""Tropical regions worldwide""]","[""Mealybugs"",""Spider mites""]","0","0","[""Rhizome division"",""Spore propagation""]","October","TRUE","1","[""Well-drained"",""Loamy"",""Rich""]","[""Part shade"",""Filtered shade""]","FALSE","TRUE","Fern","Average","Morning","nephrolepis_cordifolia"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","FALSE","","Moderate","3","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","May","FALSE","0","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Flower","Average","Morning","erythronium_americanum"
"[""Hummingbirds"",""Bees""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Red,Yellow","Spring","TRUE","","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""North America""]","[""Aphids"",""Powdery mildew""]","0","1","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","aquilegia_formosa"
"[]","Medium","Perennial","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","TRUE","Brown","High","5","8","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""North America""]","[""Heart rot"",""Canker""]","0","0","[""Seed Propagation"",""Cutting""]","October","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","thuja_plicata"
"[""birds""]","Medium","Perennial","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","6","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Aphids"",""Adelgids"",""Root rot""]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Acidic"",""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","tsuga_heterophylla"
"[""Birds""]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","4","7","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[""Douglas-fir bark beetle"",""Root rot"",""Swiss needle cast"",""Armillaria root disease""]","0","0","[""Seed Propagation"",""Cutting""]","April","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","pseudotsuga_menziesii"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","TRUE","Brown","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Aphids"",""Scale insects""]","0","0","[""Seed Propagation"",""Cutting""]","November","FALSE","1","[""Acidic"",""Well-drained""]","[""Part shade"",""Full sun""]","FALSE","FALSE","Tree","Average","Morning","acer_circinatum"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","TRUE","Brown","Moderate","8","11","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Argentina"",""Uruguay""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Dry""]","[""Full sun""]","TRUE","FALSE","Shrub","Minimum","Morning","caesalpinia_gilliesii"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","White","Spring","TRUE","Dark blue to black","Low","3","6","Summer","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""North America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Acidic"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","vaccinium_membranaceum"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","White","Spring","TRUE","Black","Moderate","7","9","Summer","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""North America""]","[""Fungal leaf spot"",""Root rot""]","0","0","[""Cutting"",""Seed Propagation""]","February","FALSE","1","[""Acidic"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","vaccinium_ovatum"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","White","Spring","TRUE","Red","Moderate","5","9","Summer","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Acidic""]","[""Part shade"",""Full sun""]","FALSE","FALSE","Shrub","Average","Morning","vaccinium_parvifolium"
"[""Bees"",""Butterflies"",""Hummingbirds""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","","High","8","11","","FALSE","TRUE","TRUE","Green","Low","TRUE","[""Americas"",""Caribbean Islands""]","[]","0","0","[""Cutting"",""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","TRUE","Shrub","Average","Morning","tecoma_stans"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","TRUE","Black","Low","7","10","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Flower","Minimum","Morning","stenaria_nigricans"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Summer","FALSE","","High","9","11","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Mexico"",""Central America""]","[]","0","0","[""Cutting"",""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Vine","Average","Morning","antigonon_leptopus"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Red","Summer","FALSE","","Moderate","3","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[""Aphids"",""Snails"",""Slugs""]","0","0","[""Seed Propagation"",""Division""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","heuchera_sanguinea"
"[""Birds""]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","4","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Western United States""]","[]","0","0","[""Seed Propagation""]","February","TRUE","1","[""Well-drained"",""Rocky""]","[""Full sun""]","FALSE","FALSE","Tree","Minimum","Morning","pinus_longaeva"
"[]","Extreme","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","6","9","","FALSE","FALSE","TRUE","Green","High","FALSE","[""Europe"",""Asia""]","[]","1","1","[]","October","FALSE","1","[""Well-drained"",""Loamy"",""Acidic""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","amanita_pantherina"
"[]","Medium","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","7","Autumn","FALSE","FALSE","FALSE","","Low","FALSE","[""Europe"",""North America""]","[""Fungal infections""]","0","0","[""Spore dispersal""]","October","FALSE","0","[""Well-drained"",""Acidic""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Fruit","Average","Morning","gomphidius_glutinosus"
"[]","Medium","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","7","Autumn","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America"",""Europe""]","[]","1","1","[""Spore Propagation""]","September","FALSE","0","[""Well-drained"",""Loamy""]","[""Filtered shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","gomphidius_subroseus"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","8","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[]","0","0","[""Spore Propagation""]","August","FALSE","0","[""Well-drained"",""Humus-rich"",""Moist"",""Acidic""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Fern","Frequent","Morning","adiantum_pedatum"
"[""Pollinators"",""Bees""]","Medium","Perennial","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","White","Spring","TRUE","Black","Low","6","9","Autumn","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""North America""]","[""Fungal leaf spot""]","0","0","[""Cuttings"",""Seed Propagation""]","March","TRUE","1","[""Acidic"",""Well-drained""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Shrub","Average","Morning","gaultheria_shallon"
"[]","Medium","Herbaceous","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","8","","FALSE","FALSE","FALSE","","Moderate","TRUE","[""Europe"",""North America""]","[]","1","1","[]","September","FALSE","0","[""Well-drained"",""Loamy""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","lycoperdon_perlatum"
"[""Birds""]","Medium","Annual","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","","Summer","FALSE","","High","3","11","Autumn","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Mexico""]","[""Corn earworm"",""Corn borer"",""Aphids"",""Fungal diseases""]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","TRUE","Grain","Average","Morning","zea_mays"
"[""Birds""]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","7","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Canada"",""Mexico""]","[""Pine beetles"",""Aphids"",""Budworms""]","0","0","[""Seed Propagation""]","November","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Tree","Minimum","Morning","pinus_ponderosa"
"[""Birds""]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","TRUE","Brown","Low","5","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Mexico""]","[]","0","0","[""Seed Propagation""]","June","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Tree","Minimum","Morning","pinus_jeffreyi"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","10","Autumn","FALSE","TRUE","FALSE","","Moderate","TRUE","[""Asia"",""North America"",""Europe""]","[]","1","1","[""Spore Propagation""]","August","FALSE","0","[""Well-drained"",""Loamy""]","[""Filtered shade""]","FALSE","FALSE","Foliage House plants","Minimum","Morning","ganoderma_applanatum"
